age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
25,Private,341115,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K
42,Self-emp-not-inc,266607,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,White,Male,0,0,44,Germany,<=50K
36,Private,222095,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
53,Self-emp-inc,145157,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,16,United-States,<=50K
84,Local-gov,193095,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Female,0,0,30,United-States,<=50K
46,Private,104113,Assoc-acdm,12,Divorced,Tech-support,Not-in-family,White,Female,0,0,50,United-States,<=50K
25,Private,289349,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,England,<=50K
57,Self-emp-not-inc,270433,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
59,Local-gov,110386,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
35,Private,345908,Assoc-voc,11,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
60,Private,163893,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,692,40,United-States,<=50K
43,Private,103738,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,44,United-States,<=50K
23,Private,175641,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,United-States,<=50K
22,Private,251608,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
35,Private,209692,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States,>50K
28,Private,60750,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,3917,0,40,United-States,<=50K
64,Private,82861,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,99999,0,47,United-States,>50K
47,Private,161798,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,>50K
29,?,144081,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
47,Private,194801,HS-grad,9,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
51,Private,223733,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,Mexico,<=50K
41,Private,143677,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
46,Private,46826,HS-grad,9,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,45,United-States,<=50K
49,Private,191275,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,30,United-States,<=50K
23,Private,215904,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
21,Private,169602,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,2962,0,20,United-States,<=50K
41,Private,174856,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
58,Private,242944,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
67,Federal-gov,170195,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,>50K
28,Self-emp-not-inc,205570,HS-grad,9,Never-married,Farming-fishing,Other-relative,White,Male,0,0,99,United-States,<=50K
38,Self-emp-inc,449982,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,2353,55,United-States,<=50K
43,Private,260744,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
52,Private,172600,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,<=50K
25,Private,252433,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
37,Local-gov,88399,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States,<=50K
39,Private,101037,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,50,United-States,<=50K
28,Private,71978,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
61,Self-emp-not-inc,177995,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,United-States,<=50K
78,Self-emp-not-inc,153229,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,5,?,<=50K
39,Private,29749,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,7324,0,54,United-States,>50K
53,Private,156052,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,8604,0,40,United-States,>50K
50,Private,231814,HS-grad,9,Divorced,Priv-house-serv,Not-in-family,Black,Female,0,0,25,United-States,<=50K
17,Never-worked,66775,9th,5,Never-married,?,Own-child,White,Female,0,0,20,United-States,<=50K
51,State-gov,236312,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,<=50K
54,Private,350375,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,163835,Some-college,10,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,Iran,<=50K
46,Private,174824,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
45,Federal-gov,122912,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,Japan,>50K
38,State-gov,173756,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,>50K
41,Private,218377,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1979,60,United-States,>50K
59,Private,186569,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
25,Private,169033,9th,5,Divorced,Transport-moving,Unmarried,White,Male,0,0,60,United-States,<=50K
48,Self-emp-not-inc,179318,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,30,United-States,<=50K
45,Self-emp-not-inc,119869,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,104531,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
18,?,133565,11th,7,Never-married,?,Own-child,White,Female,0,0,35,United-States,<=50K
57,Private,71596,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K
39,Federal-gov,157295,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,Black,Female,0,0,55,United-States,<=50K
27,Private,113322,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
20,Private,304292,Bachelors,13,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
56,Private,216401,HS-grad,9,Divorced,Other-service,Other-relative,White,Male,0,0,60,United-States,<=50K
26,Local-gov,38494,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
59,?,247449,Bachelors,13,Divorced,?,Not-in-family,White,Female,0,0,30,United-States,<=50K
39,Private,150262,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
30,Private,210571,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,Mexico,<=50K
26,?,154206,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,40,United-States,<=50K
25,?,189940,5th-6th,3,Divorced,?,Not-in-family,White,Female,0,0,40,United-States,<=50K
44,Private,188407,1st-4th,2,Divorced,Other-service,Other-relative,Black,Female,0,0,34,Mexico,<=50K
22,Private,191703,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,6,United-States,<=50K
23,State-gov,238976,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,20,United-States,<=50K
60,Private,179101,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,35,United-States,<=50K
44,Local-gov,317451,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,England,>50K
22,Federal-gov,398817,12th,8,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
18,Private,332984,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,20,United-States,<=50K
33,Private,173522,11th,7,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,32,United-States,<=50K
32,Private,200818,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,Columbia,<=50K
22,Private,165320,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,45,United-States,<=50K
32,Private,279944,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K
41,Private,151033,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
50,Private,178588,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
61,Private,310172,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,167769,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,>50K
52,Private,199753,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,94309,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
65,Local-gov,124578,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,>50K
36,Private,322791,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
43,Private,150855,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,25,United-States,<=50K
27,Private,201724,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
17,?,225594,11th,7,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
47,Local-gov,189999,Assoc-acdm,12,Divorced,Protective-serv,Not-in-family,White,Male,0,0,60,United-States,>50K
23,Private,35709,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
22,Federal-gov,230913,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,20,United-States,<=50K
19,Private,150598,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K
32,Private,24473,Assoc-voc,11,Never-married,Craft-repair,Unmarried,Black,Male,0,0,35,United-States,<=50K
25,Private,498524,11th,7,Never-married,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
24,?,179869,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K
47,Self-emp-not-inc,242979,9th,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
53,Private,105979,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
40,Private,253377,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
26,Private,167319,12th,8,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,Mexico,<=50K
37,Private,130561,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,55,United-States,<=50K
22,Private,192256,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,13,United-States,<=50K
61,?,86650,HS-grad,9,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
44,State-gov,172273,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,State-gov,74571,HS-grad,9,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K
26,Private,190757,Masters,14,Married-civ-spouse,Sales,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
48,Private,186914,12th,8,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
65,Private,348322,Some-college,10,Widowed,Sales,Unmarried,Black,Female,0,0,35,United-States,<=50K
41,Private,146678,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
38,Private,102459,Assoc-voc,11,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K
68,Private,202544,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,3,United-States,<=50K
29,Private,165479,Assoc-voc,11,Never-married,Exec-managerial,Own-child,White,Male,0,1756,40,United-States,<=50K
24,Private,235616,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,Puerto-Rico,<=50K
48,Private,193336,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
39,Private,224162,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K
34,Private,278083,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,3816,0,40,United-States,<=50K
26,Private,124251,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
29,Private,192034,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
53,Private,254328,Bachelors,13,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,55,United-States,>50K
69,Private,179890,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
34,Local-gov,86009,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
27,Local-gov,270209,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,45,United-States,<=50K
53,Local-gov,190797,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,38,United-States,>50K
90,Private,165624,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1910,40,United-States,>50K
44,Self-emp-not-inc,48775,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,White,Female,0,0,60,United-States,<=50K
33,Private,310641,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,1570,44,United-States,>50K
36,Private,162478,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,Puerto-Rico,<=50K
25,Private,203433,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Private,185217,10th,6,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
33,Private,140151,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,42,Germany,<=50K
29,Private,257692,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,35,United-States,<=50K
59,Private,446759,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
30,Private,153472,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K
28,Private,155910,Masters,14,Never-married,Transport-moving,Not-in-family,White,Male,0,0,38,United-States,<=50K
31,Private,130132,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,Trinadad&Tobago,<=50K
44,Private,29034,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
52,Private,266265,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,291104,Some-college,10,Never-married,Sales,Own-child,Black,Male,0,0,30,United-States,<=50K
62,Self-emp-not-inc,199083,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,35,United-States,<=50K
22,Private,191745,11th,7,Never-married,Transport-moving,Own-child,Black,Male,0,0,15,United-States,<=50K
51,Private,338578,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Dominican-Republic,<=50K
55,State-gov,159168,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,20,United-States,<=50K
39,State-gov,125196,Masters,14,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,10564,0,40,United-States,>50K
50,?,165873,Some-college,10,Divorced,?,Other-relative,Black,Female,0,0,10,United-States,<=50K
41,Private,196008,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,45,United-States,<=50K
33,Federal-gov,99621,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,45,United-States,<=50K
36,Private,37138,HS-grad,9,Divorced,Other-service,Unmarried,White,Male,0,0,55,United-States,<=50K
19,Private,24429,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K
21,?,229010,Assoc-acdm,12,Never-married,?,Not-in-family,White,Female,0,0,20,United-States,<=50K
31,Private,285877,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,45,United-States,<=50K
31,Private,152407,12th,8,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,70,United-States,<=50K
23,Private,80075,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,1720,40,United-States,<=50K
61,Private,339000,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
17,Private,99927,11th,7,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,15,United-States,<=50K
22,?,135222,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K
38,Private,157664,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
84,?,358790,Masters,14,Married-civ-spouse,?,Husband,White,Male,0,0,8,United-States,<=50K
24,Private,138642,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,62,United-States,<=50K
43,State-gov,196815,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,44,United-States,<=50K
43,Local-gov,438957,HS-grad,9,Never-married,Farming-fishing,Unmarried,Black,Female,0,0,40,United-States,<=50K
18,Self-emp-inc,378786,11th,7,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,United-States,<=50K
78,Private,178421,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,16,United-States,<=50K
19,Private,152341,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
19,Private,310683,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,30,United-States,<=50K
19,Private,246921,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,30,United-States,<=50K
61,Private,168542,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
59,?,194780,HS-grad,9,Divorced,?,Not-in-family,White,Female,0,0,10,United-States,<=50K
52,Private,34561,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,68,United-States,>50K
20,?,162725,Some-college,10,Never-married,?,Own-child,White,Male,0,0,25,United-States,<=50K
26,Private,294920,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
41,Self-emp-not-inc,143567,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1947,70,United-States,>50K
38,Federal-gov,69501,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1971,40,United-States,>50K
41,Self-emp-inc,180875,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K
58,?,305598,Bachelors,13,Divorced,?,Not-in-family,White,Female,0,0,50,United-States,<=50K
25,Private,170003,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,Mexico,<=50K
53,Local-gov,52339,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
53,State-gov,141091,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,<=50K
39,Federal-gov,181247,Bachelors,13,Divorced,Tech-support,Unmarried,Black,Female,1725,0,40,United-States,<=50K
39,Private,147013,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
33,Private,178611,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
23,Private,439594,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
34,Private,178470,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,68,United-States,<=50K
40,Private,114987,Preschool,1,Married-spouse-absent,Other-service,Unmarried,Black,Female,0,0,40,Dominican-Republic,<=50K
42,Private,28061,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,25,United-States,<=50K
21,?,135556,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,272753,HS-grad,9,Never-married,Other-service,Unmarried,Black,Male,0,2001,40,United-States,<=50K
49,Local-gov,327048,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,<=50K
31,Private,170186,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
32,Private,164371,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,48,United-States,<=50K
20,Private,237437,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
31,Private,105027,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
29,Private,41626,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,56,United-States,<=50K
18,Local-gov,177692,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
29,Private,134824,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
52,Private,251037,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Italy,<=50K
40,Private,128707,Assoc-voc,11,Divorced,Other-service,Unmarried,White,Female,0,0,50,Outlying-US(Guam-USVI-etc),<=50K
60,Private,210216,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,7,United-States,<=50K
35,Private,87540,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
33,Local-gov,156163,12th,8,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,<=50K
34,Private,182858,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
38,Local-gov,340769,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,249526,7th-8th,4,Married-civ-spouse,Sales,Wife,White,Female,0,0,36,United-States,<=50K
43,Private,372838,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,7935,0,50,?,>50K
32,Private,103522,Assoc-acdm,12,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,45,United-States,<=50K
42,Private,223599,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,0,0,35,United-States,<=50K
58,Private,164660,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,3514,0,40,United-States,<=50K
22,Private,179706,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1587,50,United-States,<=50K
40,Private,228071,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,208368,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,United-States,<=50K
37,Private,286160,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,191745,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
64,Private,28289,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
51,Private,299328,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
46,Self-emp-not-inc,227248,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,35,United-States,<=50K
69,?,304034,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
23,Local-gov,229625,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
41,Private,122859,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
20,?,140568,11th,7,Never-married,?,Other-relative,White,Male,600,0,20,United-States,<=50K
27,Private,97394,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
35,Private,188729,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,<=50K
19,Private,193850,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,Private,366063,Some-college,10,Never-married,Other-service,Own-child,Black,Female,0,0,12,United-States,<=50K
31,Private,206418,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,<=50K
63,Private,144131,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Greece,>50K
50,Self-emp-not-inc,228649,11th,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1502,40,United-States,<=50K
23,?,97274,HS-grad,9,Never-married,?,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,Private,300710,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
43,Private,55144,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,>50K
28,Local-gov,206737,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
41,Private,26287,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,48,United-States,>50K
61,Private,204956,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,United-States,<=50K
59,Private,463954,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
25,Private,210463,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Black,Male,0,0,40,United-States,<=50K
25,Self-emp-not-inc,409997,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
27,Private,39085,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K
19,Private,103828,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,16,United-States,<=50K
45,Private,27878,10th,6,Divorced,Other-service,Unmarried,Black,Female,0,0,38,United-States,<=50K
72,Private,243325,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,11092,0,20,United-States,<=50K
39,Private,171675,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
42,Private,297318,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,136514,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,50,United-States,<=50K
34,?,204444,Prof-school,15,Married-civ-spouse,?,Husband,White,Male,2418,0,40,United-States,<=50K
20,Private,110359,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,32,United-States,<=50K
38,Private,36230,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,16,United-States,<=50K
28,Private,168895,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,England,<=50K
31,Private,67241,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
54,Self-emp-not-inc,103184,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,8,United-States,<=50K
